	A_tot	Perf_tot	Perf_area
476	9.319150268699348e-06	12	4.831181328828468e-06
477	6.154820737229073e-06	6	1.3409621862534583e-06
478	7.584115849660148e-06	9	2.795015019860747e-06
479	6.752068365549996e-06	8	2.348807866129838e-06
480	6.37682104350268e-06	6	1.7160202306524691e-06
481	7.849765348678102e-06	11	3.4073344128867633e-06
482	9.30986970195668e-06	15	4.757940442898898e-06
483	6.960991069485796e-06	7	1.811629768334942e-06
484	6.689801358568282e-06	10	2.6686716287430143e-06
485	1.145273362018841e-05	14	6.957693161985185e-06
486	7.183902099272755e-06	8	2.068853120164736e-06
487	6.726795522389897e-06	8	1.9247829760141766e-06
488	1.0835876868325284e-05	17	6.258613980649578e-06
489	9.82560708173279e-06	11	5.236743095300451e-06
490	7.933696680634659e-06	9	2.8951201662772535e-06
491	9.189150938470476e-06	8	4.184718839909915e-06
492	1.2045425724064604e-05	12	7.1105981011191055e-06
493	6.396265520367571e-06	10	2.235268579141557e-06
494	6.3069323716853855e-06	8	1.8118786127614865e-06
495	8.637162886930945e-06	11	3.5951772823803935e-06
496	8.588756281541484e-06	10	3.6320659667343953e-06
497	7.984416011454753e-06	10	3.343743238379775e-06
498	8.277986495539618e-06	8	3.898747324933418e-06
499	7.150363480241664e-06	10	2.7598808327039864e-06
500	9.425855358314792e-06	8	4.3559479905538205e-06
501	7.439391785957976e-06	11	3.2278886765656978e-06
502	9.38988171541485e-06	13	4.624524458905447e-06
503	1.131502906571297e-05	11	6.256428182452363e-06
504	8.662831670527825e-06	9	3.2785602841617483e-06
505	6.16519984425129e-06	4	1.0517385905051264e-06
506	8.222231978171417e-06	10	3.600599038163399e-06
507	6.874275460035519e-06	12	2.5942580376033793e-06
508	7.898675883498479e-06	9	3.122741841430713e-06
509	8.615318310863736e-06	10	3.929134052688058e-06
510	8.095604751078334e-06	8	2.6718257021361036e-06
511	7.000146321602466e-06	9	2.0117494630859613e-06
512	8.049262120819343e-06	15	3.6879246097713595e-06
513	6.823054966124216e-06	6	1.1694905337328417e-06
514	6.258612378545068e-06	5	1.0569267297098516e-06
515	6.248088603658372e-06	8	1.8483894161051578e-06
516	8.59754773415104e-06	12	3.5873484614528233e-06
517	7.849933776637328e-06	8	2.501426788077157e-06
518	1.1713396958103068e-05	9	5.611109638622589e-06
519	7.679996192427852e-06	5	2.65639379680432e-06
520	7.320406058864531e-06	9	2.553356161788135e-06
521	7.805690451191691e-06	7	1.843008393879158e-06
522	5.243708441918651e-06	3	7.73817715954141e-07
523	6.056410865831044e-06	6	1.3981963191870252e-06
524	1.0044684102667246e-05	9	5.219601641289662e-06
525	7.119570361579926e-06	7	1.8093487426828326e-06
526	1.0577991636533813e-05	8	5.491571747919226e-06
527	8.786697121912605e-06	14	4.4500957546084174e-06
528	8.98378343757922e-06	13	4.799603455974654e-06
529	7.133048362168259e-06	8	2.414796679170672e-06
530	9.284096978528175e-06	11	4.973166303428293e-06
531	8.292655866983219e-06	13	3.8116723307493316e-06
